@relation NNGC1_dataset_F1_V1_006
@attribute TimeStamp real [5, 1739]
@attribute Lag04 real [317, 18771]
@attribute Lag03 real [317, 18771]
@attribute Lag02 real [317, 18771]
@attribute Lag01 real [317, 18771]
@attribute Lag00 real [317, 18771]
@inputs Lag04, Lag03, Lag02, Lag01
@outputs Lag00
@data
633, 8688, 8397, 8838, 10645, 13524
634, 8397, 8838, 10645, 13524, 12133
635, 8838, 10645, 13524, 12133, 8999
636, 10645, 13524, 12133, 8999, 5499
637, 13524, 12133, 8999, 5499, 3633
638, 12133, 8999, 5499, 3633, 2245
639, 8999, 5499, 3633, 2245, 1902
640, 5499, 3633, 2245, 1902, 906
641, 3633, 2245, 1902, 906, 948
642, 2245, 1902, 906, 948, 2738
643, 1902, 906, 948, 2738, 9806
644, 906, 948, 2738, 9806, 17759
645, 948, 2738, 9806, 17759, 11482
646, 2738, 9806, 17759, 11482, 7073
647, 9806, 17759, 11482, 7073, 6369
648, 17759, 11482, 7073, 6369, 7277
649, 11482, 7073, 6369, 7277, 8531
650, 7073, 6369, 7277, 8531, 7863
651, 6369, 7277, 8531, 7863, 8530
652, 7277, 8531, 7863, 8530, 11031
653, 8531, 7863, 8530, 11031, 13432
654, 7863, 8530, 11031, 13432, 11809
655, 8530, 11031, 13432, 11809, 9183
656, 11031, 13432, 11809, 9183, 5474
657, 13432, 11809, 9183, 5474, 3477
658, 11809, 9183, 5474, 3477, 2445
659, 9183, 5474, 3477, 2445, 2234
660, 5474, 3477, 2445, 2234, 1086
661, 3477, 2445, 2234, 1086, 1099
662, 2445, 2234, 1086, 1099, 2765
663, 2234, 1086, 1099, 2765, 9440
664, 1086, 1099, 2765, 9440, 16972
665, 1099, 2765, 9440, 16972, 11285
666, 2765, 9440, 16972, 11285, 7048
667, 9440, 16972, 11285, 7048, 6808
668, 16972, 11285, 7048, 6808, 8149
669, 11285, 7048, 6808, 8149, 8521
670, 7048, 6808, 8149, 8521, 8412
671, 6808, 8149, 8521, 8412, 9014
672, 8149, 8521, 8412, 9014, 11486
673, 8521, 8412, 9014, 11486, 13251
674, 8412, 9014, 11486, 13251, 11692
675, 9014, 11486, 13251, 11692, 9639
676, 11486, 13251, 11692, 9639, 5785
677, 13251, 11692, 9639, 5785, 4012
678, 11692, 9639, 5785, 4012, 2866
679, 9639, 5785, 4012, 2866, 2492
680, 5785, 4012, 2866, 2492, 1455
681, 4012, 2866, 2492, 1455, 658
682, 2866, 2492, 1455, 658, 1102
683, 2492, 1455, 658, 1102, 2429
684, 1455, 658, 1102, 2429, 4140
685, 658, 1102, 2429, 4140, 5286
686, 1102, 2429, 4140, 5286, 6042
687, 2429, 4140, 5286, 6042, 6688
688, 4140, 5286, 6042, 6688, 7471
689, 5286, 6042, 6688, 7471, 8930
690, 6042, 6688, 7471, 8930, 10709
691, 6688, 7471, 8930, 10709, 11056
692, 7471, 8930, 10709, 11056, 11491
693, 8930, 10709, 11056, 11491, 12231
694, 10709, 11056, 11491, 12231, 11486
695, 11056, 11491, 12231, 11486, 10126
696, 11491, 12231, 11486, 10126, 6349
697, 12231, 11486, 10126, 6349, 4146
698, 11486, 10126, 6349, 4146, 3141
699, 10126, 6349, 4146, 3141, 3053
700, 6349, 4146, 3141, 3053, 2191
701, 4146, 3141, 3053, 2191, 447
702, 3141, 3053, 2191, 447, 582
703, 3053, 2191, 447, 582, 912
704, 2191, 447, 582, 912, 1833
705, 447, 582, 912, 1833, 2750
706, 582, 912, 1833, 2750, 3618
707, 912, 1833, 2750, 3618, 4170
708, 1833, 2750, 3618, 4170, 4965
709, 2750, 3618, 4170, 4965, 5496
710, 3618, 4170, 4965, 5496, 6497
711, 4170, 4965, 5496, 6497, 6680
712, 4965, 5496, 6497, 6680, 6848
713, 5496, 6497, 6680, 6848, 7510
714, 6497, 6680, 6848, 7510, 7399
715, 6680, 6848, 7510, 7399, 6447
716, 6848, 7510, 7399, 6447, 4460
717, 7510, 7399, 6447, 4460, 3171
718, 7399, 6447, 4460, 3171, 1929
719, 6447, 4460, 3171, 1929, 1936
720, 4460, 3171, 1929, 1936, 1958
721, 3171, 1929, 1936, 1958, 1227
722, 1929, 1936, 1958, 1227, 2700
723, 1936, 1958, 1227, 2700, 9647
724, 1958, 1227, 2700, 9647, 16965
725, 1227, 2700, 9647, 16965, 11113
726, 2700, 9647, 16965, 11113, 7027
727, 9647, 16965, 11113, 7027, 6415
728, 16965, 11113, 7027, 6415, 7125
729, 11113, 7027, 6415, 7125, 8281
730, 7027, 6415, 7125, 8281, 7634
731, 6415, 7125, 8281, 7634, 8649
732, 7125, 8281, 7634, 8649, 10720
733, 8281, 7634, 8649, 10720, 13576
734, 7634, 8649, 10720, 13576, 11935
735, 8649, 10720, 13576, 11935, 8750
736, 10720, 13576, 11935, 8750, 5259
737, 13576, 11935, 8750, 5259, 3309
738, 11935, 8750, 5259, 3309, 2260
739, 8750, 5259, 3309, 2260, 1634
740, 5259, 3309, 2260, 1634, 719
741, 3309, 2260, 1634, 719, 1280
742, 2260, 1634, 719, 1280, 2774
743, 1634, 719, 1280, 2774, 10201
744, 719, 1280, 2774, 10201, 18447
745, 1280, 2774, 10201, 18447, 11961
746, 2774, 10201, 18447, 11961, 7548
747, 10201, 18447, 11961, 7548, 7135
748, 18447, 11961, 7548, 7135, 7934
749, 11961, 7548, 7135, 7934, 8576
750, 7548, 7135, 7934, 8576, 7620
751, 7135, 7934, 8576, 7620, 8542
752, 7934, 8576, 7620, 8542, 10792
753, 8576, 7620, 8542, 10792, 13845
754, 7620, 8542, 10792, 13845, 12542
755, 8542, 10792, 13845, 12542, 9335
756, 10792, 13845, 12542, 9335, 5495
757, 13845, 12542, 9335, 5495, 3180
758, 12542, 9335, 5495, 3180, 2431
759, 9335, 5495, 3180, 2431, 2038
760, 5495, 3180, 2431, 2038, 833
761, 3180, 2431, 2038, 833, 1121
762, 2431, 2038, 833, 1121, 2677
763, 2038, 833, 1121, 2677, 9793
764, 833, 1121, 2677, 9793, 16604
765, 1121, 2677, 9793, 16604, 11439
766, 2677, 9793, 16604, 11439, 7184
767, 9793, 16604, 11439, 7184, 6717
768, 16604, 11439, 7184, 6717, 8004
769, 11439, 7184, 6717, 8004, 9018
770, 7184, 6717, 8004, 9018, 8702
771, 6717, 8004, 9018, 8702, 9048
772, 8004, 9018, 8702, 9048, 10567
773, 9018, 8702, 9048, 10567, 13882
774, 8702, 9048, 10567, 13882, 12328
775, 9048, 10567, 13882, 12328, 9532
776, 10567, 13882, 12328, 9532, 5705
777, 13882, 12328, 9532, 5705, 3648
778, 12328, 9532, 5705, 3648, 2500
779, 9532, 5705, 3648, 2500, 2324
780, 5705, 3648, 2500, 2324, 1044
781, 3648, 2500, 2324, 1044, 1185
782, 2500, 2324, 1044, 1185, 2760
783, 2324, 1044, 1185, 2760, 9973
784, 1044, 1185, 2760, 9973, 18150
785, 1185, 2760, 9973, 18150, 11639
786, 2760, 9973, 18150, 11639, 6552
787, 9973, 18150, 11639, 6552, 6180
788, 18150, 11639, 6552, 6180, 7025
789, 11639, 6552, 6180, 7025, 8147
790, 6552, 6180, 7025, 8147, 7629
791, 6180, 7025, 8147, 7629, 8573
792, 7025, 8147, 7629, 8573, 10734
793, 8147, 7629, 8573, 10734, 12800
794, 7629, 8573, 10734, 12800, 11279
795, 8573, 10734, 12800, 11279, 8569
796, 10734, 12800, 11279, 8569, 5786
797, 12800, 11279, 8569, 5786, 3847
798, 11279, 8569, 5786, 3847, 2721
799, 8569, 5786, 3847, 2721, 2236
800, 5786, 3847, 2721, 2236, 1155
801, 3847, 2721, 2236, 1155, 1153
802, 2721, 2236, 1155, 1153, 2964
803, 2236, 1155, 1153, 2964, 9614
804, 1155, 1153, 2964, 9614, 17518
805, 1153, 2964, 9614, 17518, 11614
806, 2964, 9614, 17518, 11614, 7777
807, 9614, 17518, 11614, 7777, 7387
808, 17518, 11614, 7777, 7387, 8506
809, 11614, 7777, 7387, 8506, 8825
810, 7777, 7387, 8506, 8825, 8740
811, 7387, 8506, 8825, 8740, 9655
812, 8506, 8825, 8740, 9655, 11712
813, 8825, 8740, 9655, 11712, 13395
814, 8740, 9655, 11712, 13395, 11592
815, 9655, 11712, 13395, 11592, 9815
816, 11712, 13395, 11592, 9815, 6227
817, 13395, 11592, 9815, 6227, 4082
818, 11592, 9815, 6227, 4082, 2974
819, 9815, 6227, 4082, 2974, 2640
820, 6227, 4082, 2974, 2640, 1478
821, 4082, 2974, 2640, 1478, 606
822, 2974, 2640, 1478, 606, 1046
823, 2640, 1478, 606, 1046, 2594
824, 1478, 606, 1046, 2594, 4343
825, 606, 1046, 2594, 4343, 5389
826, 1046, 2594, 4343, 5389, 6167
827, 2594, 4343, 5389, 6167, 6878
828, 4343, 5389, 6167, 6878, 7444
829, 5389, 6167, 6878, 7444, 8792
830, 6167, 6878, 7444, 8792, 9910
831, 6878, 7444, 8792, 9910, 10831
832, 7444, 8792, 9910, 10831, 11495
833, 8792, 9910, 10831, 11495, 12034
834, 9910, 10831, 11495, 12034, 11423
835, 10831, 11495, 12034, 11423, 9898
836, 11495, 12034, 11423, 9898, 6600
837, 12034, 11423, 9898, 6600, 4357
838, 11423, 9898, 6600, 4357, 3369
839, 9898, 6600, 4357, 3369, 3423
840, 6600, 4357, 3369, 3423, 2278
841, 4357, 3369, 3423, 2278, 487
842, 3369, 3423, 2278, 487, 675
843, 3423, 2278, 487, 675, 930
844, 2278, 487, 675, 930, 1753
845, 487, 675, 930, 1753, 2625
846, 675, 930, 1753, 2625, 3759
847, 930, 1753, 2625, 3759, 4555
848, 1753, 2625, 3759, 4555, 5381
849, 2625, 3759, 4555, 5381, 5513
850, 3759, 4555, 5381, 5513, 6200
851, 4555, 5381, 5513, 6200, 6632
852, 5381, 5513, 6200, 6632, 7689
853, 5513, 6200, 6632, 7689, 7467
854, 6200, 6632, 7689, 7467, 7390
855, 6632, 7689, 7467, 7390, 6222
856, 7689, 7467, 7390, 6222, 4200
857, 7467, 7390, 6222, 4200, 3148
858, 7390, 6222, 4200, 3148, 1889
859, 6222, 4200, 3148, 1889, 1924
860, 4200, 3148, 1889, 1924, 2081
861, 3148, 1889, 1924, 2081, 1109
862, 1889, 1924, 2081, 1109, 2682
863, 1924, 2081, 1109, 2682, 9506
864, 2081, 1109, 2682, 9506, 17286
865, 1109, 2682, 9506, 17286, 11174
866, 2682, 9506, 17286, 11174, 7133
867, 9506, 17286, 11174, 7133, 6553
868, 17286, 11174, 7133, 6553, 7485
869, 11174, 7133, 6553, 7485, 8425
870, 7133, 6553, 7485, 8425, 7849
871, 6553, 7485, 8425, 7849, 8587
872, 7485, 8425, 7849, 8587, 10917
873, 8425, 7849, 8587, 10917, 13938
874, 7849, 8587, 10917, 13938, 11922
875, 8587, 10917, 13938, 11922, 8984
876, 10917, 13938, 11922, 8984, 5687
877, 13938, 11922, 8984, 5687, 3719
878, 11922, 8984, 5687, 3719, 2316
879, 8984, 5687, 3719, 2316, 1843
880, 5687, 3719, 2316, 1843, 814
881, 3719, 2316, 1843, 814, 1193
882, 2316, 1843, 814, 1193, 2808
883, 1843, 814, 1193, 2808, 9856
884, 814, 1193, 2808, 9856, 17995
885, 1193, 2808, 9856, 17995, 12219
886, 2808, 9856, 17995, 12219, 7657
887, 9856, 17995, 12219, 7657, 7078
888, 17995, 12219, 7657, 7078, 7908
889, 12219, 7657, 7078, 7908, 8990
890, 7657, 7078, 7908, 8990, 8547
891, 7078, 7908, 8990, 8547, 9261
892, 7908, 8990, 8547, 9261, 10935
893, 8990, 8547, 9261, 10935, 13513
894, 8547, 9261, 10935, 13513, 12364
895, 9261, 10935, 13513, 12364, 9547
896, 10935, 13513, 12364, 9547, 5756
897, 13513, 12364, 9547, 5756, 3461
898, 12364, 9547, 5756, 3461, 2444
899, 9547, 5756, 3461, 2444, 2028
900, 5756, 3461, 2444, 2028, 946
901, 3461, 2444, 2028, 946, 1398
902, 2444, 2028, 946, 1398, 2988
903, 2028, 946, 1398, 2988, 9860
904, 946, 1398, 2988, 9860, 17122
905, 1398, 2988, 9860, 17122, 11307
906, 2988, 9860, 17122, 11307, 7288
907, 9860, 17122, 11307, 7288, 6591
908, 17122, 11307, 7288, 6591, 7969
909, 11307, 7288, 6591, 7969, 8671
910, 7288, 6591, 7969, 8671, 8786
911, 6591, 7969, 8671, 8786, 9263
912, 7969, 8671, 8786, 9263, 10832
913, 8671, 8786, 9263, 10832, 13664
914, 8786, 9263, 10832, 13664, 12315
915, 9263, 10832, 13664, 12315, 9563
916, 10832, 13664, 12315, 9563, 5922
917, 13664, 12315, 9563, 5922, 3871
918, 12315, 9563, 5922, 3871, 2506
919, 9563, 5922, 3871, 2506, 2126
920, 5922, 3871, 2506, 2126, 972
921, 3871, 2506, 2126, 972, 1101
922, 2506, 2126, 972, 1101, 2509
923, 2126, 972, 1101, 2509, 9914
924, 972, 1101, 2509, 9914, 18140
925, 1101, 2509, 9914, 18140, 11823
926, 2509, 9914, 18140, 11823, 7415
927, 9914, 18140, 11823, 7415, 6733
928, 18140, 11823, 7415, 6733, 7826
929, 11823, 7415, 6733, 7826, 8345
930, 7415, 6733, 7826, 8345, 8182
931, 6733, 7826, 8345, 8182, 8871
932, 7826, 8345, 8182, 8871, 10758
933, 8345, 8182, 8871, 10758, 13965
934, 8182, 8871, 10758, 13965, 12341
935, 8871, 10758, 13965, 12341, 9661
936, 10758, 13965, 12341, 9661, 6091
937, 13965, 12341, 9661, 6091, 3921
938, 12341, 9661, 6091, 3921, 2734
939, 9661, 6091, 3921, 2734, 2410
940, 6091, 3921, 2734, 2410, 1110
941, 3921, 2734, 2410, 1110, 1149
942, 2734, 2410, 1110, 1149, 2671
943, 2410, 1110, 1149, 2671, 9378
944, 1110, 1149, 2671, 9378, 16815
945, 1149, 2671, 9378, 16815, 11135
946, 2671, 9378, 16815, 11135, 7592
947, 9378, 16815, 11135, 7592, 7089
948, 16815, 11135, 7592, 7089, 8349
949, 11135, 7592, 7089, 8349, 8506
950, 7592, 7089, 8349, 8506, 8724
951, 7089, 8349, 8506, 8724, 9521
952, 8349, 8506, 8724, 9521, 11766
953, 8506, 8724, 9521, 11766, 13929
954, 8724, 9521, 11766, 13929, 11694
955, 9521, 11766, 13929, 11694, 9788
956, 11766, 13929, 11694, 9788, 6210
957, 13929, 11694, 9788, 6210, 4231
958, 11694, 9788, 6210, 4231, 3117
959, 9788, 6210, 4231, 3117, 2812
960, 6210, 4231, 3117, 2812, 1538
961, 4231, 3117, 2812, 1538, 768
962, 3117, 2812, 1538, 768, 1141
963, 2812, 1538, 768, 1141, 2373
964, 1538, 768, 1141, 2373, 3859
965, 768, 1141, 2373, 3859, 5021
966, 1141, 2373, 3859, 5021, 5491
967, 2373, 3859, 5021, 5491, 6198
968, 3859, 5021, 5491, 6198, 6758
969, 5021, 5491, 6198, 6758, 7517
970, 5491, 6198, 6758, 7517, 8919
971, 6198, 6758, 7517, 8919, 10268
972, 6758, 7517, 8919, 10268, 10642
973, 7517, 8919, 10268, 10642, 11281
974, 8919, 10268, 10642, 11281, 10561
975, 10268, 10642, 11281, 10561, 9317
976, 10642, 11281, 10561, 9317, 6031
977, 11281, 10561, 9317, 6031, 4258
978, 10561, 9317, 6031, 4258, 3062
979, 9317, 6031, 4258, 3062, 3018
980, 6031, 4258, 3062, 3018, 2173
981, 4258, 3062, 3018, 2173, 479
982, 3062, 3018, 2173, 479, 632
983, 3018, 2173, 479, 632, 924
984, 2173, 479, 632, 924, 1623
985, 479, 632, 924, 1623, 2341
986, 632, 924, 1623, 2341, 3347
987, 924, 1623, 2341, 3347, 4071
988, 1623, 2341, 3347, 4071, 4743
989, 2341, 3347, 4071, 4743, 5313
990, 3347, 4071, 4743, 5313, 5955
991, 4071, 4743, 5313, 5955, 6557
992, 4743, 5313, 5955, 6557, 6425
993, 5313, 5955, 6557, 6425, 7338
994, 5955, 6557, 6425, 7338, 6868
995, 6557, 6425, 7338, 6868, 5786
996, 6425, 7338, 6868, 5786, 4155
997, 7338, 6868, 5786, 4155, 3044
998, 6868, 5786, 4155, 3044, 1894
999, 5786, 4155, 3044, 1894, 1954
1000, 4155, 3044, 1894, 1954, 1869
1001, 3044, 1894, 1954, 1869, 1294
1002, 1894, 1954, 1869, 1294, 2670
1003, 1954, 1869, 1294, 2670, 7049
1004, 1869, 1294, 2670, 7049, 13862
1005, 1294, 2670, 7049, 13862, 9866
1006, 2670, 7049, 13862, 9866, 6505
1007, 7049, 13862, 9866, 6505, 6061
1008, 13862, 9866, 6505, 6061, 6815
1009, 9866, 6505, 6061, 6815, 7882
1010, 6505, 6061, 6815, 7882, 8022
1011, 6061, 6815, 7882, 8022, 8412
1012, 6815, 7882, 8022, 8412, 9581
1013, 7882, 8022, 8412, 9581, 12173
1014, 8022, 8412, 9581, 12173, 11287
1015, 8412, 9581, 12173, 11287, 8633
1016, 9581, 12173, 11287, 8633, 5065
1017, 12173, 11287, 8633, 5065, 3127
1018, 11287, 8633, 5065, 3127, 2097
1019, 8633, 5065, 3127, 2097, 1635
1020, 5065, 3127, 2097, 1635, 816
1021, 3127, 2097, 1635, 816, 1241
1022, 2097, 1635, 816, 1241, 2588
1023, 1635, 816, 1241, 2588, 7432
1024, 816, 1241, 2588, 7432, 14983
1025, 1241, 2588, 7432, 14983, 10639
1026, 2588, 7432, 14983, 10639, 6995
1027, 7432, 14983, 10639, 6995, 6530
1028, 14983, 10639, 6995, 6530, 7189
1029, 10639, 6995, 6530, 7189, 8215
1030, 6995, 6530, 7189, 8215, 8102
1031, 6530, 7189, 8215, 8102, 8093
1032, 7189, 8215, 8102, 8093, 9409
1033, 8215, 8102, 8093, 9409, 12132
1034, 8102, 8093, 9409, 12132, 10823
1035, 8093, 9409, 12132, 10823, 8513
1036, 9409, 12132, 10823, 8513, 5046
1037, 12132, 10823, 8513, 5046, 2735
1038, 10823, 8513, 5046, 2735, 2232
1039, 8513, 5046, 2735, 2232, 1791
1040, 5046, 2735, 2232, 1791, 801
1041, 2735, 2232, 1791, 801, 1264
1042, 2232, 1791, 801, 1264, 2608
1043, 1791, 801, 1264, 2608, 7554
1044, 801, 1264, 2608, 7554, 15332
1045, 1264, 2608, 7554, 15332, 12010
1046, 2608, 7554, 15332, 12010, 7591
1047, 7554, 15332, 12010, 7591, 6779
1048, 15332, 12010, 7591, 6779, 7199
1049, 12010, 7591, 6779, 7199, 8135
1050, 7591, 6779, 7199, 8135, 8369
1051, 6779, 7199, 8135, 8369, 8454
1052, 7199, 8135, 8369, 8454, 9748
1053, 8135, 8369, 8454, 9748, 12373
1054, 8369, 8454, 9748, 12373, 11436
1055, 8454, 9748, 12373, 11436, 9154
1056, 9748, 12373, 11436, 9154, 5655
1057, 12373, 11436, 9154, 5655, 3505
1058, 11436, 9154, 5655, 3505, 2395
1059, 9154, 5655, 3505, 2395, 2137
1060, 5655, 3505, 2395, 2137, 896
1061, 3505, 2395, 2137, 896, 1230
1062, 2395, 2137, 896, 1230, 2596
1063, 2137, 896, 1230, 2596, 7257
1064, 896, 1230, 2596, 7257, 14870
1065, 1230, 2596, 7257, 14870, 10590
1066, 2596, 7257, 14870, 10590, 7002
1067, 7257, 14870, 10590, 7002, 6242
1068, 14870, 10590, 7002, 6242, 7194
1069, 10590, 7002, 6242, 7194, 8008
1070, 7002, 6242, 7194, 8008, 8232
1071, 6242, 7194, 8008, 8232, 8714
1072, 7194, 8008, 8232, 8714, 10149
1073, 8008, 8232, 8714, 10149, 12265
1074, 8232, 8714, 10149, 12265, 11581
1075, 8714, 10149, 12265, 11581, 9653
1076, 10149, 12265, 11581, 9653, 5487
1077, 12265, 11581, 9653, 5487, 3668
1078, 11581, 9653, 5487, 3668, 2473
1079, 9653, 5487, 3668, 2473, 2272
1080, 5487, 3668, 2473, 2272, 1108
1081, 3668, 2473, 2272, 1108, 1258
1082, 2473, 2272, 1108, 1258, 2452
1083, 2272, 1108, 1258, 2452, 6848
1084, 1108, 1258, 2452, 6848, 13999
1085, 1258, 2452, 6848, 13999, 10521
1086, 2452, 6848, 13999, 10521, 7250
1087, 6848, 13999, 10521, 7250, 6773
1088, 13999, 10521, 7250, 6773, 7733
1089, 10521, 7250, 6773, 7733, 7990
1090, 7250, 6773, 7733, 7990, 8380
1091, 6773, 7733, 7990, 8380, 9046
1092, 7733, 7990, 8380, 9046, 10634
1093, 7990, 8380, 9046, 10634, 12182
1094, 8380, 9046, 10634, 12182, 10721
1095, 9046, 10634, 12182, 10721, 9098
1096, 10634, 12182, 10721, 9098, 5719
1097, 12182, 10721, 9098, 5719, 3885
1098, 10721, 9098, 5719, 3885, 2565
1099, 9098, 5719, 3885, 2565, 2396
1100, 5719, 3885, 2565, 2396, 1357
1101, 3885, 2565, 2396, 1357, 597
1102, 2565, 2396, 1357, 597, 1137
1103, 2396, 1357, 597, 1137, 2097
1104, 1357, 597, 1137, 2097, 3465
1105, 597, 1137, 2097, 3465, 4665
1106, 1137, 2097, 3465, 4665, 5393
1107, 2097, 3465, 4665, 5393, 5822
1108, 3465, 4665, 5393, 5822, 6013
1109, 4665, 5393, 5822, 6013, 6817
1110, 5393, 5822, 6013, 6817, 8426
1111, 5822, 6013, 6817, 8426, 9812
1112, 6013, 6817, 8426, 9812, 9750
1113, 6817, 8426, 9812, 9750, 9894
1114, 8426, 9812, 9750, 9894, 9106
1115, 9812, 9750, 9894, 9106, 8599
1116, 9750, 9894, 9106, 8599, 5858
1117, 9894, 9106, 8599, 5858, 3959
1118, 9106, 8599, 5858, 3959, 2785
1119, 8599, 5858, 3959, 2785, 2809
1120, 5858, 3959, 2785, 2809, 1885
1121, 3959, 2785, 2809, 1885, 484
1122, 2785, 2809, 1885, 484, 715
1123, 2809, 1885, 484, 715, 957
1124, 1885, 484, 715, 957, 1661
1125, 484, 715, 957, 1661, 2567
1126, 715, 957, 1661, 2567, 3390
1127, 957, 1661, 2567, 3390, 3743
1128, 1661, 2567, 3390, 3743, 4681
1129, 2567, 3390, 3743, 4681, 4898
1130, 3390, 3743, 4681, 4898, 5758
1131, 3743, 4681, 4898, 5758, 6383
1132, 4681, 4898, 5758, 6383, 6426
1133, 4898, 5758, 6383, 6426, 6674
1134, 5758, 6383, 6426, 6674, 6337
1135, 6383, 6426, 6674, 6337, 5451
1136, 6426, 6674, 6337, 5451, 3700
1137, 6674, 6337, 5451, 3700, 2919
1138, 6337, 5451, 3700, 2919, 1796
1139, 5451, 3700, 2919, 1796, 1763
1140, 3700, 2919, 1796, 1763, 1824
1141, 2919, 1796, 1763, 1824, 1170
1142, 1796, 1763, 1824, 1170, 2508
1143, 1763, 1824, 1170, 2508, 6942
1144, 1824, 1170, 2508, 6942, 13695
1145, 1170, 2508, 6942, 13695, 9909
1146, 2508, 6942, 13695, 9909, 6500
1147, 6942, 13695, 9909, 6500, 5973
1148, 13695, 9909, 6500, 5973, 6408
1149, 9909, 6500, 5973, 6408, 7447
1150, 6500, 5973, 6408, 7447, 7642
1151, 5973, 6408, 7447, 7642, 8055
1152, 6408, 7447, 7642, 8055, 9075
1153, 7447, 7642, 8055, 9075, 11324
1154, 7642, 8055, 9075, 11324, 10660
1155, 8055, 9075, 11324, 10660, 8450
1156, 9075, 11324, 10660, 8450, 4955
1157, 11324, 10660, 8450, 4955, 3278
1158, 10660, 8450, 4955, 3278, 2080
1159, 8450, 4955, 3278, 2080, 1570
1160, 4955, 3278, 2080, 1570, 447
1161, 3278, 2080, 1570, 447, 1200
1162, 2080, 1570, 447, 1200, 2376
1163, 1570, 447, 1200, 2376, 7319
1164, 447, 1200, 2376, 7319, 14033
1165, 1200, 2376, 7319, 14033, 10317
1166, 2376, 7319, 14033, 10317, 7104
1167, 7319, 14033, 10317, 7104, 6331
1168, 14033, 10317, 7104, 6331, 6954
1169, 10317, 7104, 6331, 6954, 7605
1170, 7104, 6331, 6954, 7605, 7732
1171, 6331, 6954, 7605, 7732, 7916
1172, 6954, 7605, 7732, 7916, 9110
1173, 7605, 7732, 7916, 9110, 11781
1174, 7732, 7916, 9110, 11781, 10773
1175, 7916, 9110, 11781, 10773, 8609
1176, 9110, 11781, 10773, 8609, 5083
1177, 11781, 10773, 8609, 5083, 3031
1178, 10773, 8609, 5083, 3031, 2205
1179, 8609, 5083, 3031, 2205, 1843
1180, 5083, 3031, 2205, 1843, 785
1181, 3031, 2205, 1843, 785, 969
1182, 2205, 1843, 785, 969, 2419
1183, 1843, 785, 969, 2419, 7395
1184, 785, 969, 2419, 7395, 14606
1185, 969, 2419, 7395, 14606, 10805
1186, 2419, 7395, 14606, 10805, 6821
1187, 7395, 14606, 10805, 6821, 6305
1188, 14606, 10805, 6821, 6305, 6842
1189, 10805, 6821, 6305, 6842, 7859
1190, 6821, 6305, 6842, 7859, 8065
1191, 6305, 6842, 7859, 8065, 8535
1192, 6842, 7859, 8065, 8535, 9423
1193, 7859, 8065, 8535, 9423, 11935
1194, 8065, 8535, 9423, 11935, 11177
1195, 8535, 9423, 11935, 11177, 8715
1196, 9423, 11935, 11177, 8715, 5355
1197, 11935, 11177, 8715, 5355, 3474
1198, 11177, 8715, 5355, 3474, 2308
1199, 8715, 5355, 3474, 2308, 2138
1200, 5355, 3474, 2308, 2138, 937
1201, 3474, 2308, 2138, 937, 995
1202, 2308, 2138, 937, 995, 2521
1203, 2138, 937, 995, 2521, 7406
1204, 937, 995, 2521, 7406, 15185
1205, 995, 2521, 7406, 15185, 11957
1206, 2521, 7406, 15185, 11957, 7343
1207, 7406, 15185, 11957, 7343, 6613
1208, 15185, 11957, 7343, 6613, 6907
1209, 11957, 7343, 6613, 6907, 7735
1210, 7343, 6613, 6907, 7735, 7817
1211, 6613, 6907, 7735, 7817, 8296
1212, 6907, 7735, 7817, 8296, 9727
1213, 7735, 7817, 8296, 9727, 11800
1214, 7817, 8296, 9727, 11800, 10993
1215, 8296, 9727, 11800, 10993, 8781
1216, 9727, 11800, 10993, 8781, 5409
1217, 11800, 10993, 8781, 5409, 3653
1218, 10993, 8781, 5409, 3653, 2585
1219, 8781, 5409, 3653, 2585, 2317
1220, 5409, 3653, 2585, 2317, 1089
1221, 3653, 2585, 2317, 1089, 1032
1222, 2585, 2317, 1089, 1032, 2287
1223, 2317, 1089, 1032, 2287, 7123
1224, 1089, 1032, 2287, 7123, 14154
1225, 1032, 2287, 7123, 14154, 10798
1226, 2287, 7123, 14154, 10798, 7336
1227, 7123, 14154, 10798, 7336, 6871
1228, 14154, 10798, 7336, 6871, 7819
1229, 10798, 7336, 6871, 7819, 7726
1230, 7336, 6871, 7819, 7726, 8412
1231, 6871, 7819, 7726, 8412, 9080
1232, 7819, 7726, 8412, 9080, 10732
1233, 7726, 8412, 9080, 10732, 12955
1234, 8412, 9080, 10732, 12955, 11051
1235, 9080, 10732, 12955, 11051, 9309
1236, 10732, 12955, 11051, 9309, 6044
1237, 12955, 11051, 9309, 6044, 4064
1238, 11051, 9309, 6044, 4064, 2763
1239, 9309, 6044, 4064, 2763, 2395
1240, 6044, 4064, 2763, 2395, 1494
1241, 4064, 2763, 2395, 1494, 690
1242, 2763, 2395, 1494, 690, 1069
1243, 2395, 1494, 690, 1069, 2041
1244, 1494, 690, 1069, 2041, 3558
1245, 690, 1069, 2041, 3558, 4988
1246, 1069, 2041, 3558, 4988, 5823
1247, 2041, 3558, 4988, 5823, 6081
1248, 3558, 4988, 5823, 6081, 6499
1249, 4988, 5823, 6081, 6499, 7363
1250, 5823, 6081, 6499, 7363, 8583
1251, 6081, 6499, 7363, 8583, 9608
1252, 6499, 7363, 8583, 9608, 9513
1253, 7363, 8583, 9608, 9513, 10711
1254, 8583, 9608, 9513, 10711, 10250
1255, 9608, 9513, 10711, 10250, 9136
1256, 9513, 10711, 10250, 9136, 5722
